interval,player_id,player_name,teams,country,matches_played,batting_innings,runs,balls_faced,fours,sixes,avg_runs_per_game,batting_strike_rate,bowling_innings,balls_bowled,overs_bowled_equivalent,maidens,runs_conceded,wickets,bowling_economy,bowling_strike_rate,batting_hand,batting_style_raw,bowling_hand,bowling_style,bowling_style_raw
2012-2015,3990,Aaron Phangiso,South Africa,,16,10,66,104,5,0,4.12,63.46,16,869,144.83,5,661,16,4.56,54.31,,,,,
2012-2015,3180,Abdur Razzak,Bangladesh,Bangladesh,24,15,129,111,10,5,5.38,116.22,23,1242,207.0,11,1015,28,4.9,44.36,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2012-2015,3446,Abdur Rehman,Pakistan,Pakistan,10,8,63,97,6,0,6.3,64.95,9,514,85.67,2,347,13,4.05,39.54,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2012-2015,3241,Abraham Benjamin de Villiers,South Africa,South Africa,76,72,3880,3425,316,105,51.05,113.28,8,180,30.0,0,180,7,6.0,25.71,Right,Right hand Bat,Right,Medium,Right arm Medium
2012-2015,3839,Adam Milne,New Zealand,,27,8,75,90,3,2,2.78,83.33,27,1210,201.67,5,1010,25,5.01,48.4,,,,,
2012-2015,3463,Adam Voges,Australia,,16,14,478,568,37,3,29.88,84.15,7,151,25.17,1,117,5,4.65,30.2,,,,,
2012-2015,3696,Adil Rashid,England,,15,9,171,164,22,2,11.4,104.27,14,768,128.0,2,781,19,6.1,40.42,,,,,
2012-2015,3835,Adnan Akmal,Pakistan,Pakistan,2,2,11,24,0,0,5.5,45.83,0,0,,0,0,0,,,Right,Right hand Bat,,,
2012-2015,3739,Adrian Barath,West Indies,,2,2,83,105,15,0,41.5,79.05,0,0,,0,0,0,,,,,,,
2012-2015,4245,Afsar Khan Zazai,Afghanistan,Afghanistan,14,14,242,437,15,0,17.29,55.38,0,0,,0,0,0,,,Right,Right hand Bat,,,
2012-2015,3762,Aftab Alam,Afghanistan,Afghanistan,9,7,19,28,2,1,2.11,67.86,9,420,70.0,5,332,14,4.74,30.0,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2012-2015,4258,Ahmed Raza,United Arab Emirates,United Arab Emirates,6,6,47,76,5,1,7.83,61.84,6,318,53.0,1,211,6,3.98,53.0,Right,Right hand Bat,Left,Orthodox,Slow Left arm Orthodox
2012-2015,3675,Ahmed Shehzad,Pakistan,Pakistan,54,54,2008,2706,205,12,37.19,74.21,7,100,16.67,0,120,2,7.2,50.0,Right,Right hand Bat,,Leg Break,Leg Break
2012-2015,3890,Aizaz Bin Ilyas Cheema,Pakistan,Pakistan,7,4,17,25,1,0,2.43,68.0,7,334,55.67,0,323,10,5.8,33.4,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2012-2015,4275,Aizaz Mohammad Khan,Hong Kong,Hong Kong,4,3,108,133,4,3,27.0,81.2,4,135,22.5,0,127,2,5.64,67.5,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2012-2015,3545,Ajantha Mendis,Sri Lanka,,29,16,82,103,8,2,2.83,79.61,29,1446,241.0,9,1386,57,5.75,25.37,,,,,
2012-2015,3889,Ajinkya Rahane,India,,52,51,1612,2038,162,19,31.0,79.1,0,0,,0,0,0,,,,,,,
2012-2015,3973,Akila Dananjaya,Sri Lanka,,1,0,0,0,0,0,0.0,,0,0,,0,0,0,,,,,,,
2012-2015,4247,Al-Amin Hossain,Bangladesh,Bangladesh,14,7,4,20,0,0,0.29,20.0,14,603,100.5,7,523,21,5.2,28.71,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2012-2015,3707,Alasdair Evans,Scotland,,10,7,70,90,9,0,7.0,77.78,9,445,74.17,6,335,10,4.52,44.5,,,,,
2012-2015,3349,Alastair Cook,England,,51,51,1746,2308,199,8,34.24,75.65,0,0,,0,0,0,,,,,,,
2012-2015,3162,Albie Morkel,South Africa,,7,5,103,102,7,5,14.71,100.98,5,138,23.0,0,136,0,5.91,,,,,,
2012-2015,3475,Alex Cusack,Ireland; Match tied,,17,13,95,163,9,0,5.59,58.28,15,681,113.5,9,562,22,4.95,30.95,,,,,
2012-2015,3887,Alex Hales,England,,24,23,579,666,61,15,24.12,86.94,0,0,,0,0,0,,,,,,,
2012-2015,3509,Alex Obanda,Kenya,,9,8,169,210,17,3,18.78,80.48,0,0,,0,0,0,,,,,,,
2012-2015,3408,Alexei Kervezee,Netherlands,,2,2,130,115,16,4,65.0,113.04,0,0,,0,0,0,,,,,,,
2012-2015,3437,Alviro Petersen,South Africa,,7,7,127,158,16,1,18.14,80.38,0,0,,0,0,0,,,,,,,
2012-2015,4069,Ambati Rayudu,India,,31,28,952,1219,78,13,30.71,78.1,7,108,18.0,1,111,3,6.17,36.0,,,,,
2012-2015,3935,Amir Hamza Hotak,Afghanistan,Afghanistan,18,7,10,54,0,0,0.56,18.52,18,887,147.83,15,566,25,3.83,35.48,Right,Right hand Bat,Left,Orthodox,Slow Left arm Orthodox
2012-2015,3108,Amit Mishra,India,India,16,6,23,43,3,0,1.44,53.49,15,885,147.5,6,721,30,4.89,29.5,Right,Right hand Bat,Right,Medium,Right arm Medium
2012-2015,3553,Amjad Ali,United Arab Emirates,United Arab Emirates,15,15,424,583,55,2,28.27,72.73,0,0,,0,0,0,,,Left,Left hand Bat,,Leg Break,Leg Break
2012-2015,3554,Amjad Javed,United Arab Emirates,United Arab Emirates,8,7,171,204,21,4,21.38,83.82,8,396,66.0,0,414,9,6.27,44.0,Right,Right hand Bat,Right,Medium,Right arm Medium
2012-2015,3562,Andre Fletcher,West Indies,,3,3,9,30,1,0,3.0,30.0,0,0,,0,0,0,,,,,,,
2012-2015,3836,Andre Russell,Match tied; West Indies,,35,30,649,483,62,35,18.54,134.37,35,1445,240.83,7,1463,43,6.07,33.6,,,,,
2012-2015,3809,Andrew Balbirnie,Ireland,,18,17,422,604,37,4,23.44,69.87,3,60,10.0,0,68,2,6.8,30.0,Right,Right Handed,Right,Off Break,Right arm Off Break
2012-2015,3931,Andrew Ellis,New Zealand,,15,12,154,184,10,2,10.27,83.7,13,480,80.0,3,425,12,5.31,40.0,,,,,
2012-2015,4439,Andrew Mathieson,New Zealand,,1,1,0,0,0,0,0.0,,1,24,4.0,0,40,1,10.0,24.0,,,,,
2012-2015,3758,Andrew McKay,New Zealand,,2,2,2,11,0,0,1.0,18.18,2,108,18.0,1,85,0,4.72,,,,,,
2012-2015,3585,Andrew Poynter,Ireland,,4,4,55,115,3,1,13.75,47.83,0,0,,0,0,0,,,,,,,
2012-2015,3392,Andrew White,Ireland,,7,4,45,73,2,0,6.43,61.64,3,64,10.67,0,63,0,5.91,,,,,,
2012-2015,4360,Andri Berenger,United Arab Emirates,,10,10,205,304,26,0,20.5,67.43,0,0,,0,0,0,,,,,,,
2012-2015,4294,Andy McBrine,Ireland,,10,4,46,48,3,1,4.6,95.83,9,486,81.0,4,407,10,5.02,48.6,,,,,
2012-2015,3628,Angelo Mathews,Match tied; Sri Lanka,,109,92,2801,3206,223,51,25.7,87.37,97,3211,535.17,34,2483,67,4.64,47.93,,,,,
2012-2015,4017,Angelo Perera,Sri Lanka,,3,1,1,5,0,0,0.33,20.0,1,18,3.0,0,17,0,5.67,,,,,,
2012-2015,4301,Ankur Vasishta,Hong Kong,Hong Kong,4,4,36,69,1,0,9.0,52.17,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2012-2015,4351,Anshuman Rath,Hong Kong,Hong Kong,4,4,166,239,16,0,41.5,69.46,2,97,16.17,4,41,5,2.54,19.4,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2012-2015,4248,Anton Devcich,New Zealand,,10,9,177,236,25,0,17.7,75.0,9,246,41.0,3,221,4,5.39,61.5,,,,,
2012-2015,3695,Anwar Ali,Pakistan,Pakistan,21,15,305,345,29,6,14.52,88.41,20,856,142.67,1,857,15,6.01,57.07,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2012-2015,4267,Arafat Sunny,Bangladesh,Bangladesh,16,11,48,92,5,0,3.0,52.17,16,830,138.33,8,600,24,4.34,34.58,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2012-2015,4218,Asad Ali,Pakistan,Pakistan,4,2,13,16,0,1,3.25,81.25,4,180,30.0,6,115,2,3.83,90.0,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2012-2015,3798,Asad Shafiq,Pakistan,Pakistan,34,33,655,982,49,3,19.26,66.7,2,12,2.0,0,18,0,9.0,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2012-2015,4341,Asadollah Vala,Papua New Guinea,,2,2,16,23,1,0,8.0,69.57,2,54,9.0,2,37,2,4.11,27.0,Left,Left Handed,Right,Off Break,Right arm Off Break
2012-2015,3667,Asghar Afghan,Afghanistan,,32,32,662,1057,49,12,20.69,62.63,1,5,0.83,0,6,0,7.2,,,,,,
2012-2015,4254,Ashan Priyanjan,Sri Lanka,,23,20,420,522,47,3,18.26,80.46,13,253,42.17,1,224,5,5.31,50.6,,,,,
2012-2015,3079,Ashish Bagai,Canada,Canada,2,1,3,16,0,0,1.5,18.75,0,0,,0,0,0,,,Right,Right hand Bat,,,
2012-2015,3740,Ashok Dinda,India,,8,2,3,6,0,0,0.38,50.0,8,367,61.17,1,384,9,6.28,40.78,,,,,
2012-2015,4224,Ashton Agar,Australia,,2,1,5,15,0,0,2.5,33.33,2,66,11.0,0,57,2,5.18,33.0,,,,,
2012-2015,4490,Asif Iqbal,United Arab Emirates,United Arab Emirates,1,1,8,8,2,0,8.0,100.0,1,24,4.0,0,32,0,8.0,,Right,Right hand Bat,,,
2012-2015,4310,Axar Patel,India,,22,15,91,95,4,5,4.14,95.79,19,1022,170.33,7,807,28,4.74,36.5,,,,,
2012-2015,3816,Azhar Ali,Pakistan,Pakistan,30,30,1188,1552,112,7,39.6,76.55,10,168,28.0,0,154,2,5.5,84.0,Right,Right hand Bat,,Leg Break,Leg Break
2012-2015,4277,Babar Hayat,Hong Kong,Hong Kong,6,6,176,237,17,6,29.33,74.26,0,0,,0,0,0,,,Right,Right hand Bat,Right,Medium,Right arm Medium
2012-2015,4231,Ben Cooper,Netherlands,,4,2,77,61,8,2,19.25,126.23,0,0,,0,0,0,,,,,,,
2012-2015,3995,Ben Cutting,Australia,,4,2,53,67,4,1,13.25,79.1,4,216,36.0,1,158,5,4.39,43.2,,,,,
2012-2015,3455,Ben Hilfenhaus,Australia,,10,4,0,6,0,0,0.0,0.0,10,458,76.33,5,358,11,4.69,41.64,,,,,
2012-2015,3883,Ben Stokes,England,,29,26,514,579,49,9,17.72,88.77,26,1056,176.0,2,1096,32,6.23,33.0,,,,,
2012-2015,4432,Ben Wheeler,New Zealand,,6,4,58,47,4,3,9.67,123.4,6,309,51.5,3,315,8,6.12,38.62,,,,,
2012-2015,3991,Bhuvneshwar Kumar,India; Match tied,,55,29,205,273,19,2,3.73,75.09,55,2717,452.83,44,2187,60,4.83,45.28,,,,,
2012-2015,4250,Bilawal Bhatti,Pakistan,Pakistan,10,7,89,75,10,2,8.9,118.67,10,409,68.17,4,439,6,6.44,68.17,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2012-2015,3459,Boyd Rankin,England; Ireland,,9,4,6,6,0,0,0.67,100.0,8,409,68.17,5,277,11,4.06,37.18,,,,,
2012-2015,2707,Brad Haddin,Australia,,33,28,611,637,61,15,18.52,95.92,0,0,,0,0,0,,,,,,,
2012-2015,3737,Bradley-John Watling,New Zealand,New Zealand,13,12,425,597,41,3,32.69,71.19,0,0,,0,0,0,,,Right,Right hand Bat,,,
2012-2015,3169,Brendan Taylor,Zimbabwe,,38,38,1273,1516,126,21,33.5,83.97,0,0,,0,0,0,,,,,,,
2012-2015,3008,Brendon McCullum,New Zealand,,61,57,1783,1541,188,71,29.23,115.7,0,0,,0,0,0,,,,,,,
2012-2015,2205,Brett Lee,Australia; Match tied,Australia,16,12,219,236,16,8,13.69,92.8,16,770,128.33,11,704,23,5.49,33.48,Right,Right hand Bat,Right,Fast,Right arm Fast
2012-2015,4336,Brian Chari,Zimbabwe,,4,4,76,164,4,0,19.0,46.34,0,0,,0,0,0,,,,,,,
2012-2015,3872,Brian Vitori,Zimbabwe,,14,9,60,66,5,4,4.29,90.91,14,689,114.83,3,746,14,6.5,49.21,,,,,
2012-2015,3606,Calum MacLeod,Scotland,,25,24,604,790,63,6,24.16,76.46,9,234,39.0,2,185,5,4.74,46.8,,,,,
2012-2015,3325,Cameron White,Australia,,1,1,0,2,0,0,0.0,0.0,0,0,,0,0,0,,,,,,,
2012-2015,3908,Carlos Brathwaite,West Indies,,6,6,60,65,4,3,10.0,92.31,6,240,40.0,1,226,3,5.65,80.0,,,,,
2012-2015,3113,Carlton Baugh,West Indies,,5,5,64,109,7,1,12.8,58.72,0,0,,0,0,0,,,,,,,
2012-2015,3713,Chadwick Walton,West Indies,,3,2,17,27,1,0,5.67,62.96,0,0,,0,0,0,,,,,,,
2012-2015,3340,Chamara Kapugedera,Sri Lanka,,8,6,98,152,8,0,12.25,64.47,1,6,1.0,0,7,0,7.0,,,,,,
2012-2015,3128,Charles Coventry,Zimbabwe,,2,1,10,8,0,1,5.0,125.0,0,0,,0,0,0,,,,,,,
2012-2015,4346,Charles J A Amini,Papua New Guinea,,2,2,61,68,8,0,30.5,89.71,2,102,17.0,0,76,1,4.47,102.0,Left,Left Handed,Right,Leg Break,Right arm Leg Break
2012-2015,4270,Chaturanga de Silva,Sri Lanka,,6,6,80,98,8,0,13.33,81.63,6,292,48.67,2,233,5,4.79,58.4,,,,,
2012-2015,3826,Cheteshwar Pujara,India,,5,5,51,130,4,0,10.2,39.23,0,0,,0,0,0,,,,,,,
2012-2015,2217,Chris Gayle,West Indies,,41,41,1134,1201,92,69,27.66,94.42,10,286,47.67,1,266,7,5.58,40.86,,,,,
2012-2015,4238,Chris Jordan,England,,24,18,137,155,12,3,5.71,88.39,24,1227,204.5,4,1195,39,5.84,31.46,,,,,
2012-2015,3989,Chris Morris,Match tied; South Africa,,8,5,34,56,4,0,4.25,60.71,8,321,53.5,1,327,9,6.11,35.67,,,,,
2012-2015,3237,Chris Mpofu,Zimbabwe,,6,2,2,5,0,0,0.33,40.0,5,266,44.33,0,326,4,7.35,66.5,,,,,
2012-2015,3846,Chris Woakes,England,,37,28,414,533,27,2,11.19,77.67,36,1759,293.17,10,1716,48,5.85,36.65,,,,,
2012-2015,4489,Christopher Carter,Hong Kong,Hong Kong,2,1,3,13,0,0,1.5,23.08,0,0,,0,0,0,,,Right,Right hand Bat,,,
2012-2015,4350,Christopher R Amini,Papua New Guinea,,2,1,3,3,0,0,1.5,100.0,2,108,18.0,1,79,3,4.39,36.0,Right,Right Handed,Right,Medium,Right arm Medium
2012-2015,3735,Clinton McKay,Australia; Match tied,,44,27,178,319,15,2,4.05,55.8,42,2161,360.17,26,1706,67,4.74,32.25,,,,,
2012-2015,3823,Colin Ingram,South Africa,,19,18,469,605,49,4,24.68,77.52,1,6,1.0,0,17,0,17.0,,,,,,
2012-2015,3985,Colin Munro,New Zealand,New Zealand,12,9,244,259,20,5,20.33,94.21,4,54,9.0,0,43,0,4.78,,Left,Left hand Bat,Right,Medium Fast,Right arm Medium Fast
2012-2015,3936,Colin de Grandhomme,New Zealand,New Zealand,1,1,36,36,1,3,36.0,100.0,1,6,1.0,0,9,0,9.0,,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2012-2015,2979,Collins Obuya,Kenya,,10,10,223,317,19,2,22.3,70.35,4,108,18.0,0,85,5,4.72,21.6,,,,,
2012-2015,4004,Confidence Tinotenda Mutombodzi,Zimbabwe,,11,10,112,160,7,3,10.18,70.0,9,311,51.83,0,278,6,5.36,51.83,Right,Right Handed,Right,Leg Break,Right arm Leg Break
2012-2015,3983,Corey Anderson,Match tied; New Zealand,,35,30,918,744,76,48,26.23,123.39,33,1179,196.5,7,1241,50,6.32,23.58,,,,,
2012-2015,3780,Craig Ervine,Zimbabwe,,24,23,819,1010,74,18,34.12,81.09,0,0,,0,0,0,,,,,,,
2012-2015,3768,Craig Kieswetter,England,England,18,12,245,313,20,5,13.61,78.27,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2012-2015,3946,Craig Wallace,Scotland,,1,0,0,0,0,0,0.0,,0,0,,0,0,0,,,,,,,
2012-2015,4328,Craig Young,Ireland,,9,3,16,18,2,1,1.78,88.89,8,424,70.67,4,309,18,4.37,23.56,,,,,
2012-2015,3043,Daan van Bunge,Match tied; Netherlands,,5,4,69,87,6,2,13.8,79.31,1,12,2.0,0,8,0,4.0,,,,,,
2012-2015,3242,Dale Steyn,Match tied; South Africa,,55,24,151,265,16,4,2.75,56.98,55,2820,470.0,39,2152,89,4.58,31.69,,,,,
2012-2015,3961,Damodar Daesrath,Canada,Canada,4,3,95,137,11,2,23.75,69.34,2,72,12.0,0,48,2,4.0,36.0,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2012-2015,3766,Dan Christian,Australia; Match tied,,19,18,273,307,23,3,14.37,88.93,19,727,121.17,4,595,20,4.91,36.35,,,,,
2012-2015,3533,Daniel Flynn,New Zealand,,4,4,61,68,9,1,15.25,89.71,2,18,3.0,0,19,0,6.33,,,,,,
2012-2015,2090,Daniel Vettori,New Zealand,,23,15,148,146,19,1,6.43,101.37,22,1157,192.83,9,794,23,4.12,50.3,,,,,
2012-2015,3940,Danny Briggs,England,,1,0,0,0,0,0,0.0,,1,60,10.0,0,39,2,3.9,30.0,,,,,
2012-2015,4487,Danushka Gunathilaka,Sri Lanka,,4,4,102,99,12,4,25.5,103.03,0,0,,0,0,0,,,,,,,
2012-2015,3228,Daren Sammy,Match tied; West Indies,,56,51,1151,1118,93,55,20.55,102.95,52,2077,346.17,14,1617,32,4.67,64.91,,,,,
2012-2015,3703,Darren Bravo,West Indies,,50,50,1427,2074,129,25,28.54,68.8,0,0,,0,0,0,,,,,,,
2012-2015,3963,Darren Ramsammy,Canada,,1,1,0,3,0,0,0.0,0.0,0,0,,0,0,0,,,,,,,
2012-2015,3595,David Hussey,Australia,,30,29,856,928,64,11,28.53,92.24,15,275,45.83,0,235,4,5.13,68.75,,,,,
2012-2015,3783,David Miller,South Africa,,66,60,1552,1580,120,42,23.52,98.23,0,0,,0,0,0,,,,,,,
2012-2015,4007,David Murphy,Scotland,Scotland,8,7,58,118,3,0,7.25,49.15,0,0,,0,0,0,,,Right,Right hand Bat,,,
2012-2015,2978,David Obuya,Kenya,,2,2,30,77,2,0,15.0,38.96,0,0,,0,0,0,,,,,,,
2012-2015,3637,David Warner,Australia,,55,53,1981,2164,209,31,36.02,91.54,1,6,1.0,0,8,0,8.0,,,,,,
2012-2015,4228,David Wiese,South Africa,Namibia,3,3,34,47,1,2,11.33,72.34,3,120,20.0,0,144,5,7.2,24.0,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2012-2015,4420,David Willey,England,,10,5,40,53,2,1,4.0,75.47,10,474,79.0,5,436,18,5.52,26.33,,,,,
2012-2015,3875,Dawlat Zadran,Afghanistan,Afghanistan,34,24,217,311,16,9,6.38,69.77,34,1591,265.17,17,1427,46,5.38,34.59,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2012-2015,3840,Dean Brownlie,New Zealand,,10,9,203,273,26,1,20.3,74.36,0,0,,0,0,0,,,,,,,
2012-2015,3968,Dean Elgar,South Africa,South Africa,6,5,98,160,5,0,16.33,61.25,4,96,16.0,1,67,2,4.19,48.0,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2012-2015,3285,Denesh Ramdin,West Indies,West Indies,40,32,857,970,60,22,21.43,88.35,0,0,,0,0,0,,,Right,Right hand Bat,,,
2012-2015,3105,Devon Smith,West Indies,,5,5,45,82,5,1,9.0,54.88,0,0,,0,0,0,,,,,,,
2012-2015,3718,Devon Thomas,West Indies,,12,12,168,256,14,2,14.0,65.62,0,0,,0,0,0,,,,,,,
2012-2015,3341,Dhammika Prasad,Sri Lanka,,17,8,112,96,9,3,6.59,116.67,17,721,120.17,1,716,22,5.96,32.77,,,,,
2012-2015,4066,Dhawal Kulkarni,India,,8,1,2,2,0,0,0.25,100.0,8,404,67.33,2,359,13,5.33,31.08,,,,,
2012-2015,4240,Dhiren Gondaria,Kenya,,2,2,7,45,0,0,3.5,15.56,0,0,,0,0,0,,,,,,,
2012-2015,2223,Dilhara Fernando,Sri Lanka,,1,1,0,1,0,0,0.0,0.0,1,54,9.0,0,65,0,7.22,,,,,,
2012-2015,3501,Dilruwan Perera,Sri Lanka,,1,0,0,0,0,0,0.0,,1,54,9.0,0,53,1,5.89,54.0,,,,,
2012-2015,3871,Dimuth Karunaratne,Sri Lanka,,15,11,126,187,10,0,8.4,67.38,1,10,1.67,0,11,0,6.6,,,,,,
2012-2015,3779,Dinesh Chandimal,Sri Lanka,,88,78,1937,2591,134,17,22.01,74.76,0,0,,0,0,0,,,,,,,
2012-2015,3210,Dinesh Karthik,India,,19,16,305,440,32,2,16.05,69.32,0,0,,0,0,0,,,,,,,
2012-2015,4314,Donald Tiripano,Zimbabwe,,7,5,24,42,3,0,3.43,57.14,7,341,56.83,5,324,12,5.7,28.42,,,,,
2012-2015,3911,Doug Bracewell,New Zealand,,10,6,57,82,3,0,5.7,69.51,10,512,85.33,10,431,13,5.05,39.38,,,,,
2012-2015,3891,Duncan Allan,Kenya,,3,3,36,81,4,0,12.0,44.44,2,40,6.67,0,29,0,4.35,,,,,,
2012-2015,3432,Durand Soraine,Canada,Canada,1,1,6,5,1,0,6.0,120.0,1,60,10.0,0,57,2,5.7,30.0,Right,Right hand Bat,Right,Medium,Right arm Medium
2012-2015,4380,Dushmantha Chameera,Sri Lanka,,7,4,36,55,3,0,5.14,65.45,6,217,36.17,0,235,9,6.5,24.11,,,,,
2012-2015,3166,Dwayne Bravo,Match tied; West Indies,,47,45,1058,1273,97,23,22.51,83.11,45,1881,313.5,11,1819,63,5.8,29.86,,,,,
2012-2015,3157,Dwayne Smith,West Indies,,28,28,635,732,71,19,22.68,86.75,10,216,36.0,0,225,5,6.25,43.2,,,,,
2012-2015,3393,Ed Joyce,Ireland,,28,27,967,1309,79,13,34.54,73.87,0,0,,0,0,0,,,,,,,
2012-2015,3041,Edgar Schiferli,Match tied; Netherlands,Netherlands,3,3,8,15,1,0,2.67,53.33,3,84,14.0,2,74,2,5.29,42.0,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2012-2015,4236,Edward Richardson,Ireland,,2,1,12,18,2,0,6.0,66.67,2,66,11.0,0,54,2,4.91,33.0,,,,,
2012-2015,4003,Ehsan Adil,Match tied; Pakistan,Pakistan,6,4,27,42,2,0,4.5,64.29,6,225,37.5,0,223,4,5.95,56.25,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2012-2015,4298,Ehsan Nawaz,Hong Kong,Hong Kong,2,2,0,3,0,0,0.0,0.0,2,75,12.5,1,47,2,3.76,37.5,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2012-2015,3510,Elijah Otieno,Kenya,,4,2,9,17,1,0,2.25,52.94,4,186,31.0,3,145,5,4.68,37.2,,,,,
2012-2015,3167,Elton Chigumbura,Zimbabwe,Zimbabwe,57,52,1419,1813,116,23,24.89,78.27,27,749,124.83,0,724,13,5.8,57.62,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2012-2015,3416,Eoin Morgan,England,,84,77,2451,2682,192,72,29.18,91.39,0,0,,0,0,0,,,,,,,
2012-2015,3413,Eric Szwarczynski,Netherlands,,6,6,277,413,27,0,46.17,67.07,0,0,,0,0,0,,,,,,,
2012-2015,3847,Faf du Plessis,South Africa,,69,67,2488,2932,210,36,36.06,84.86,6,126,21.0,0,125,1,5.95,126.0,,,,,
2012-2015,3552,Fahad Afdhal Alhashmi,United Arab Emirates,United Arab Emirates,3,2,0,1,0,0,0.0,0.0,3,164,27.33,1,142,4,5.2,41.0,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2012-2015,4363,Fareed Ahmad Malik,Afghanistan,Afghanistan,1,0,0,0,0,0,0.0,,1,36,6.0,0,44,0,7.33,,Left,Left hand Bat,Left,Fast Medium,Left arm Fast Medium
2012-2015,3951,Farhaan Behardien,South Africa,South Africa,36,30,689,701,53,17,19.14,98.29,28,640,106.67,2,582,13,5.46,49.23,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2012-2015,3171,Farveez Maharoof,Sri Lanka,,10,7,58,79,2,1,5.8,73.42,10,498,83.0,2,432,12,5.2,41.5,,,,,
2012-2015,4233,Fawad Ahmed,Australia,Australia,3,1,4,2,1,0,1.33,200.0,3,144,24.0,0,145,3,6.04,48.0,Right,Right hand Bat,,Leg Break Googly,Leg Break Googly
2012-2015,3468,Fawad Alam,Pakistan,Pakistan,11,11,363,480,27,5,33.0,75.62,3,36,6.0,0,45,1,7.5,36.0,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2012-2015,4302,Fayyaz Ahmed,United Arab Emirates,United Arab Emirates,2,2,43,85,6,0,21.5,50.59,2,102,17.0,1,68,0,4.0,,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2012-2015,4220,Freddie Coleman,Scotland,,16,14,211,344,21,1,13.19,61.34,0,0,,0,0,0,,,,,,,
2012-2015,4234,Gary Ballance,England,,16,15,297,443,21,1,18.56,67.04,0,0,,0,0,0,,,,,,,
2012-2015,3473,Gary Craig Wilson,Ireland,,28,27,520,711,44,6,18.57,73.14,0,0,,0,0,0,,,Right,Right Handed,,,
2012-2015,3107,Gautam Gambhir,India,India,23,23,838,1064,76,0,36.43,78.76,0,0,,0,0,0,,,Left,Left hand Bat,,Leg Break,Leg Break
2012-2015,3929,George Bailey,Australia,,63,60,2236,2625,163,46,35.49,85.18,0,0,,0,0,0,,,,,,,
2012-2015,3752,George Dockrell,Ireland; Match tied,,26,17,119,191,6,3,4.58,62.3,24,1218,203.0,10,938,26,4.62,46.85,,,,,
2012-2015,4477,George Worker,New Zealand,,2,2,41,63,4,0,20.5,65.08,1,6,1.0,0,5,0,5.0,,,,,,
2012-2015,3165,Geraint Jones,Papua New Guinea,,2,2,47,75,3,0,23.5,62.67,0,0,,0,0,0,,,,,,,
2012-2015,3969,Glenn Maxwell,Australia,,55,50,1535,1214,153,52,27.91,126.44,48,1648,274.67,6,1507,42,5.49,39.24,,,,,
2012-2015,3486,Gordon Drummond,Scotland,,5,4,33,40,5,0,6.6,82.5,5,156,26.0,2,138,2,5.31,78.0,,,,,
2012-2015,3593,Gordon Goudie,Scotland,Scotland,2,2,40,36,4,3,20.0,111.11,2,114,19.0,0,120,2,6.32,57.0,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2012-2015,3246,Graeme Cremer,Zimbabwe,,15,12,122,189,7,1,8.13,64.55,14,699,116.5,2,582,18,5.0,38.83,,,,,
2012-2015,4329,Graeme McCarter,Ireland,,1,1,1,1,0,0,1.0,100.0,1,48,8.0,0,38,0,4.75,,,,,,
2012-2015,3014,Graeme Smith,South Africa,,22,21,629,866,58,6,28.59,72.63,0,0,,0,0,0,,,,,,,
2012-2015,2906,Graeme Swann,England,,15,5,45,44,7,0,3.0,102.27,14,755,125.83,4,599,14,4.76,53.93,,,,,
2012-2015,3541,Grant Elliott,New Zealand,,41,36,1147,1244,98,21,27.98,92.2,28,555,92.5,0,565,17,6.11,32.65,,,,,
2012-2015,3877,Gulbadin Naib,Afghanistan,Afghanistan,14,11,152,166,12,7,10.86,91.57,12,320,53.33,1,320,9,6.0,35.56,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
